"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"XXVIII 2-15 (olim cart. 32)","Biblioteca Statale Oratoriana dei Girolamini","Napoli","Blondus Flavius","Cartaceo, ff. 183 non numerati, luogo di copia: Italia. Contiene anche: Cicerone, Partitiones oratoriae (ff. 38r-54v); Cicerone, Topicorum liber; Lorenzo Valla, Adnotationes in Q. Fabii Quintiliani institutionem oratoriam (ff. 59r-182v). Della Roma instaurata sono tràditi solo i primi 18 capitoli. ","http://www.wikidata.org/entity/Q2634"
"1153"," Beinecke Rare Book and Manuscript Library","New Haven","Franceschinus de Pontremulo","Cartaceo, manoscritto miscellaneo copiato entro la fine del XIV sec. Nel codice sono distinguibili diverse mani variamente alternate; l’unica che si firma è “Franciscus presbyter”, ed essa è identificabile alle ff. 99r-122v, 124r-134ra, 135r/v. La mano che copia l’Itinerarium Francescini è presente anche alle ff. 44ra-44v (ultima parte del De creatione), 79v-82r (testo in volgare su santa Brigida), 123r/v (parti di officia mariani), 134rb-134v (seconda metà delle Peregrinationes). Contiene testi perlopiù di argomento religioso e in particolare francescano e testi del Capitolo di Luni: (ff. 3r-11r) BONAVENTURA DA BAGNOREGIO, Legenda minor Sancti Francisci; (ff. 11v-22v) Vita prima di S. Antonio o Assidua; (ff. 23r-31v) TOMMASO DA CELANO, Legenda S. Clarae Virginis (Proemialis Epistula); (ff. 31v-32r) In vigilia sancte Clare virginis ad vesperas [ufficio liturgico per la festa dell’11 agosto]; (ff. 32v-36v) Vita beati Yvonis presbyteri et confessoris de Britania; (ff. 36v-37v) Officium B. Yvonis; (ff. 37v-38r) Officium in festivitate sancti Ubaldi episcopi; (ff. 38v-39v) GIULIANO DA SPIRA, Officium in vigilia et festivitate S. Francisci; (f. 41r) In festo sacrorum stigmatum; (f. 40r; f. 41v ) Officium in festo S. Antonii 3 de Padua ordinum fratrum minorum ad vesperas; (f. 40v; ff. 42r-43v) Vita S. Terentii episcopi et martyris; (f. 43v) De trinitate; (ff. 43v-44v) De creatione; (ff. 45r-45v) Officium passionis Christi; (f. 45r) Dies infelices [cancellato]; (ff. 46r-46v) Officium in festo S. Katerine virginis et martyris; (f. 46v) Ymnus ad vesperas et ad noctem; (ff. 47r-50r) De die Iudicii [poemetto di 69 stanze in ottava rima in volgare]; (f. 50r) GIOVANNI DAMASCENO, De fide orthodoxa; (f. 50r) De abstinentia carnis et sagimini; (ff. 50v-52v) Tractatus ad inveniendam lunam, pascham, adventum, pactam, de kalendis, nonis et idibus, de mensibus, de bissexto, de embolismo, de eclipsi solis et lunae, de momento, de septuagesima; (f. 52v) PAOLO DIACONO, Historia Langobardorum; (f. 52v) Quid sit indictio; (ff. 53r-56v; 59r; 66r5) De proprietate animalia [bestiario]; (ff. 57r-59r) De multis proverbis (precetti e sentenze morali in latino estratte da autori vari); (ff. 59v-66r; 67r-76v) PSEUDO-BONAVENTURA, Meditationes Vitae Christi [in volgare]; (ff. 77r-79r) IACOPO DA VARAZZE, Legenda Aurea [De revelatione corporis sancti Johannis Baptiste]; (ff. 79v-82r) Rivelazioni di Dio a Santa Brigida di Svezia [in volgare]; (ff. 82v-87v) De sacramentis [poemetto in volgare in terza rima]; (ff. 87v-92r) ENRICO DI SALTREY, De purgatorio S. Patritii; (f. 92r) Dedica della chiesa di San Lorenzo a Genova nel 1118; (ff. 92v-93r) SALIMBENE DA PARMA, Cronica; (f. 93v) De missis XIII; (ff. 94r-94v) Officium in festo beati Petri martyris; (ff. 94v-96r) Officium in festo Beati Thome de Aquino; (f. 96v) Formula confessionale [inconclusa]; (ff. 96v-97r) Officium in festo sancti Bartholomei apostoli; (ff. 99r-105v) Trattato in volgare sul significato delle cerimonie della Messa; (ff. 105v-106v) Officium in festo sancte Elysabeth; (ff. 107r-109r) Officium in depositione sancti Audomarii episcopi; (ff. 109r-121r) Miracoli della Vergine Maria; (ff. 121r-122r) IACOPO DA VARAZZE, Legenda Aurea [De septem dormientibus]; (ff. 122v-123r) Officium Beate Marie; (f. 123v) Messa per la vigilia della natività di Maria; (ff. 124r-127r) IACOPO DA VARAZZE, Legenda Aurea [De sanctis Barlaam et Iosaphat]; (ff. 127r-129v) IACOPO DA VARAZZE, Legenda Aurea [De dedicatione ecclesiae]; (ff. 129v-130r) Miraculum sancti Andree apostoli; (ff. 130v-133v) Calendarium ad inveniendam Lunam; (ff. 133v-134v) Peregrinationes in Terre Sancte; (ff. 135r-135v) Epistola del Gran Maestro dei Cavalieri di Rodi alla signoria di Venezia sulla venuta dell’Anticristo, in volgare; (ff. 136v-144r) Statuti, costituzioni e ordinamenti del capitolo di Luni del 1368, con le aggiunte del 1389; (ff. 145r-146r) Indulgenze romane; (f. 146v) due figure schematiche circolari per dimostrare le varie fasi della Luna.","http://www.wikidata.org/entity/Q49145"
"322"," Beinecke Rare Book and Manuscript Library","New Haven","Hrabanus Maurus","Il manoscritto membranaceo è formato da II, 222, II' ff. e misura 351x226 mm. Il testo è disposto su due colonne. Il codice trasmette inoltre il De lapidibus, ff. 51v-52r. ","http://www.wikidata.org/entity/Q49145"
"779"," Beinecke Rare Book and Manuscript Library","New Haven","Blondus Flavius","Cartaceo, ff. II+102+I, luogo di copia: probabilmente Italia settentrionale. Il codice è rimasto in Italia fino al XX sec., quando l'antiquario modenese Alberto Govi lo ha venduto a Fred K. Schreiber che a sua volta lo ha ceduto alla Yale University. ","http://www.wikidata.org/entity/Q49145"
"Beinecke Rare Book and Manuscript Library 406"," Beinecke Rare Book and Manuscript Library","New Haven","Guillelmus de Rubruc","Il codice membranaceo è formato da due sezioni, ff. 1-92 e ff. 93-141. Il manoscritto fu esemplato nel Nord-est della Francia intorno al 1400 e presenta note marginali in francese e latino. Il manoscritto trasmette inoltre: Guillaume de Deguilleville, Le Pelerinage de vie humaine, ff. 1r-85v; Guillaume de Deguilleville, tre poesie in latino, ff. 85v-92r;  Riassunto di Aethicus Ister, Cosmographia III. 31-39, ff. 134v-135r; Jean Chapuis, Les sept articoli de la foi, ff. 135v-141v. ","http://www.wikidata.org/entity/Q49145"
"Beinecke Rare Book and Manuscript Library, T.E. Marston Collection 17"," Beinecke Rare Book and Manuscript Library","New Haven","Franciscus Petrarcha","Il codice contiene anche il De Montibus di Boccaccio ai fogli 8r-70r.
Scrittura semi-gotica con influenze umanistiche e cancelleresche di unica mano. Il copista data il codice al f. 70r. l manoscritto è passato in Francia forse
dopo la dispersione della biblioteca dei
francescani durante la dominazione
napoleonica, rimanendo presso il Collegio
gesuita di Agen come si evince dalla nota
di possesso posta a f. 1r. Il codice
trasmigrò quindi in Inghilterra, come
testimonia la presenza di un ex libris della
collezione di Sir Thomas Phillipps a f. IIr,
che lo acquisì dall’abate Luigi Celotti.
Nuovamente in possesso dell’Italia nel
1905 grazie all’intervento di Leo S.
Olschki, venne quindi acquistato da C. A.
Stonehill e nel 1949 passò a Thomas E.
Marston, che lasciò poi per testamento la
propria collezione libraria all’università di
Yale.
","http://www.wikidata.org/entity/Q49145"
"Marston 17"," Beinecke Rare Book and Manuscript Library","New Haven","Iohannes Boccaccius","Cartaceo. La scrittura è una semi-gotica con influenze umanistiche e cancelleresche. Il copista data il codice a f. 70r. Notabilia nei margini. Per ragioni paleografiche non ha più corso l’ipotesi di identificazione del copista con un Marco di Antonio di Sante Massi di Roccacontrada (Arcevia) che sottoscrive un manoscritto contenente la Genealogia deorum gentilium (CURSI, Boccaccio a Yale, p. 38, n° 36). Il presente manoscritto è quindi da considerarsi anonimo, resta certa solo la località. Il manoscritto è passato in Francia forse dopo la dispersione della biblioteca dei francescani durante la dominazione napoleonica, rimanendo presso il Collegio gesuita di Agen, come si evince dalla nota di possesso posta a f. 1r. Il codice trasmigrò quindi in Inghilterra, come testimonia la presenza di un ex libris della collezione di Sir Thomas Phillipps a f. IIr, che lo acquisì dall’abate Luigi Celotti. Nuovamente in possesso dell’Italia nel 1905 grazie all’intervento di Leo S. Olschki, venne quindi acquistato da C. A. Stonehill e nel 1949 passò a Thomas E. Marston, che lasciò poi per testamento la propria collezione libraria all’università di Yale.  Assente il Carme sull'Arno.","http://www.wikidata.org/entity/Q49145"
"Marston 35"," Beinecke Rare Book and Manuscript Library","New Haven","Blondus Flavius","Membranaceo, mm 310-225, ff. II, 149, II. Testo scritto a piena pagina, scrittura umanistica libraria di un singolo copista, identificabile con il 'copista del Virgilio Maffei'. Il codice fu scritto a Ferrara all'incirca negli anni 1460-75, probabilmente dietro committenza della famiglia d'Este. Il manoscritto tramanda il testo dell'Italia illustrata con dedica a Niccolò V (II fase redazione dell'opera). ","http://www.wikidata.org/entity/Q49145"
"George A. Plimpton 128","Butler Library","New York City","Hrabanus Maurus","Il frammento membranaceo misura 290x250 mm. Il testo è disposto su due colonne. Questo frammento integra la carta mutila, f. 41, del manoscritto di Berlino e tramanda parte dei capitoli 9 e 10 del libro IX. Il frammento fu messo in vendita nel 1933 dall'antiquario di Leida Erich von Scherling e acquistato da George A. Plimpton, la cui collezione fu donata nel 1936 alla Columbia University. ","http://www.wikidata.org/entity/Q60"
"Lenox Collection, ms. Ebnerianus lat. ","Public Library","New York City","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da 102 ff. e misura 417x280 mm. Il manoscritto è vergato da una sola mano e proviene dalla biblioteca di Hieronymus Wilhelm Ebner von Eschenbach. ","http://www.wikidata.org/entity/Q60"
"Collezione privata (ex Phillipps 2634)","Sconosciuta","New York City","Christophorus Bondelmontius","Membranaceo e monografico. Battuto all'asta da Christie's, a New York, il 10 aprile 2012 (auction 2622) all'impressionante cifra di 1.762.500,00 dollari.","http://www.wikidata.org/entity/Q60"
"M 626","The Morgan Library & Museum","New York City","Sanctus Brendanus","Il manoscritto cartaceo è composto da 138 ff. e misura 356x252 mm, con il testo disposto su due colonne. Esemplato a Napoli nel terzo quarto del XIV secolo, il codice è una miscellanea di testi a carattere religioso e agiografie. ","http://www.wikidata.org/entity/Q60"
" Codici XLII (88)","Archivio Storico Diocesano","Novara","Iohannes Caballini de Cerronibus","Il codice della biblioteca Capitolare di Novara, membranaceo, è formato da 92 ff. di numerazione recente, più un foglio di guardia iniziale e uno finale, non numerati. Al f. 69v si legge: ""Incipit prologus Polistorie Iohannis Caballini de Cerronibus de Urbe de dignitatibus Romanorum. Et rescripta ad instantiam et mandatum Revmi patris et domini, Domini Iohannis de Capogallo de Roma, sacre pagine profexoris, venerabilis monasterii Sancti Pauli abbatis"". Il codice fu dunque esemplato per l'abate di S. Paolo, Giovanni da Capogallo, quando questi occupava la cattedra di professore in teologia nello Studium Urbis. ","http://www.wikidata.org/entity/Q6046"
"Cent. V. 55"," Stadtbibliothek","Nürnberg","Iacobus Angeli de Scarperia","Il manoscritto cartaceo è formato da 118 ff. e misura 285x215 mm, bianchi i fogli 1v, 2v-12v, 109r-118v. Esemplato a Vienna su due colonne in umanistica da Giovanni Regiomontano, che utilizzò l'esemplare Seitenstetten, Stifsbibliothek, Folio 56, che conserva le sue note autografe. Al f. 70v annotazione in greco. Questo codice mostra un lavoro filologico di Regiomontano, che arriva fino alla collazione con altri manoscritti latini, lavoro iniziato probabilmente dopo il soggiorno in Italia del copista. ","http://www.wikidata.org/entity/Q2090"
"CO 412"," Kapitulní Knihovna","Olomouc","Rorgus Fretellus de Nazareth","Il manoscritto cartaceo è stato esemplato nell'abbazia di S. Quirin a Tegernsee. Il codice trasmette liste di sovrani e papi, ff. 1r-1v;  il Chronicon di Martin Polono, ff. 2r-57r; il Liber locorum sanctorum terrae Ierusalem di Rorgo Fretellus, ff. 59r-64v; il De natura rerum di Thomas de Cantimprato, ff. 65r-66v; la Nativitas et victoria Alexandri Magni di Leone Arciprete, ff. 67r-95v;  l'Epistola Iohannis presbyteri, ff. 98r-101v, la Relatio di Odorico da Pordenone, ff. 103r-115v. Il codice trasmette la seconda redazione del testo di Fretello. ","http://www.wikidata.org/entity/Q81137"
"CO 441"," Kapitulní Knihovna","Olomouc","Sanctus Brendanus","Il manoscritto membranaceo è formato da 75 ff. Esemplato in Boemia, fu posseduto dal capitolo della cattedrale di Olomouc. Trasmette anche il Chronicon di Martin Polono, ff. 1v-63v. ","http://www.wikidata.org/entity/Q81137"
"190","Balliol College Library","Oxford","Hrabanus Maurus","Il manoscritto membranaceo è formato da 120 ff. Il codice fu rubricato e annotato da Iohannes Capgravius (1393-1464); probabilmente fu copiato a King's Lynn. ","http://www.wikidata.org/entity/Q34217"
"226","Balliol College Library","Oxford","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 94, II' ff. e misura 349x254 mm con il testo disposto su due colonne. Il codice è una raccolta di testi agiografici. Sul verso del foglio di guardia ex libris del Balliol College. ","http://www.wikidata.org/entity/Q34217"
"286 (265)","Balliol College Library","Oxford","Blondus Flavius","Membranaceo, mm 305x216, ff. I, 176, I'. Testo scritto a piena pagina, probabilmente da un copista romano. Al f. 1v si legge ""Blondus de cosmographia Ytalie"" e un'aggiunta di mano moderna: ""Liber Domus de Balliolo in Oxon./ex dono Willelmi Gray Eliensis episcopi/Blondus"". Il codice, che tramanda il testo della II redazione testuale dell'Italia illustrata, appartenne infatti al vescovo inglese William Gray (1416-1478), allievo a Ferrara di Guarino Veronese e procuratore presso la curia pontifica a Roma, dove giunse tra il 1446 e il 1447. Gray donò al Balliol College di Oxford circa 200 manoscritti e un libro a stampa che aveva raccolto durante il suo soggiorno in Italia.","http://www.wikidata.org/entity/Q34217"
" Laud misc. 410 (S.C. 1071)","Bodleian Library","Oxford","Sanctus Brendanus","Il manoscritto membranaceo è formato da 113, I ff. e misura 250x165 mm. Si compone di tre unità codicologiche: la Navigatio fa parte della prima unità risalente al X secolo ed è trasmessa insieme alla Visio Wettini, un estratto della Historia ecclesiastica di Beda e un estratto dei Decem libri historiarum di Gregorio di Tours. ","http://www.wikidata.org/entity/Q34217"
"160","Bodleian Library","Oxford","Beda Venerabilis","Il manoscritto membranaceo è composto da 90 ff. Esemplato probabilmente in Inghilterra da più mani, trasmette il Liber venerabilis Bedae presbiteri in librum Actuum Apostolorum, i Sermoni di Ivo di Chartres e una storia della traslazione di san Giacomo. ","http://www.wikidata.org/entity/Q34217"
"175","Bodleian Library","Oxford","Beda Venerabilis","Il codice membranaceo è formato da 327 ff. e misura 380x260 mm.  Nel f. 1 si legge ""Liber domus scolarium de Mertone in Oxonia ut incathenetur in libraria eiusdem ad communem utilitatem ibidem studere uolencium ex dono magistri Henrici Seuer sacre theologie professoris ac custodis domus predicte. Oretis igitur pro eo"". Il codice trasmette inoltre: Beda, De Tabernaculo, ff. 1-28; Beda, Epistola ad Plecguinum, ff. 28r-30r; De Templo Salominis, ff. 30-47; Commentario sulle epistole cattoloche, ff. 47r-74v; Commentario sugli Atti degli Apostoli, ff. 74v-85v; Omelie, ff. 87v-152v; In Libros Regum Quaesiones XXX, ff. 157r-162v; Commentario, ff. 163r-200r, 200v-235r, 235v-256r; Pseudo-Beda, De ponderibus et mensuris, ff. 257r-258r; John Sharpe, De Orationibus Santorum, de Suffragiis Viatorum et de Pluralitate Beneficiorum, ff. 263r-275v e De Potestate Sacerdotii, ff. 276r-278r; Walter Hilton, De Adoratione Imaginum, ff. 279v-285v; John Deverose, De Materia Peregrinationis, ff. 285v-287v; Pietro Alfonsi, Dialogus contra Iudaeos, estratti, f. 287v; Beda, Retractatio, ff. 317v-325v. ","http://www.wikidata.org/entity/Q34217"
"297","Bodleian Library","Oxford","Beda Venerabilis","Il codice membranaceo è composto da 426 ff. e misura 376 × 285 mm. Trasmette elenchi e tavole di consoli romani, papi, vescovi e arcivescovi inglesi, genealogie di dinastie reali anglosassoni, un testo sulle misure della croce, una genealogia di re francesi e duchi normanni e la Chronica chronicarum di Giovanni di Worcester. Il codice è in larga parte una copia di Oxford, Corpus Christi College, MS. 157. Sono presenti interpolazioni e aggiunte successive al testo, dedicate in modo particolare all'abbazia di Bury di sant'Edmondo. ","http://www.wikidata.org/entity/Q34217"
