"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"882","Douai, Bibliothèque Marceline Desbordes-Valmore (olim Bibliothèque Municipale)","Douai","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da I, 198 ff. e misura 280x210 mm. Proveniente dall'abbazia di Marchiennes, il codice trasmette testi di genere diverso: trattati, opere storiche, teologiche e religiose. Il Liber di Rorgo Fretellus è nella versione Henri-Sdyck. Sono presenti marginalia. ","http://www.wikidata.org/entity/Q193826"
"887","Douai, Bibliothèque Marceline Desbordes-Valmore (olim Bibliothèque Municipale)","Douai","Giraldus Cambrensis","Il manoscritto membranaceo è formato da 139 ff. e misura 230x160 mm. Il codice proviene dal monastero di Sainte-Marie de Ayton e dal collegio di Douai, a cui era stato donato da D.F. Barberi. Il manoscritto trasmette alcuni frammenti di concili apostolici, un sermone di Alanus Theokesbie, l'Expugnatio Hibernica e la Topographia Hiberniae, nella terza versione. ","http://www.wikidata.org/entity/Q193826"
"A 71","Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden Zweigbibliothek Medizin","Dresda","Felix Fabri","Il manoscritto cartaceo è composto da 265 ff. ","http://www.wikidata.org/entity/Q1731"
"Dc 182","Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden Zweigbibliothek Medizin","Dresda","Dicuil Hibernicus","Il manoscritto membranaceo, formato da 135 ff., era custodito presso Santa Maria a Reims tra gli anni 1000-1015, ma andò distrutto durante la seconda guerra mondiale. ","http://www.wikidata.org/entity/Q1731"
"F. 61a","Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden Zweigbibliothek Medizin","Dresda","Johannes Presbyter","Il manoscritto cartaceo è formato da 286 ff. Riporta la redazione D dell'Epistola, del XIII secolo, che aggiunge diverse notizie al testo. ","http://www.wikidata.org/entity/Q1731"
"496","Bibliotheca Collegii Trinitatis iuxta Dublinum","Dublino","Beda Venerabilis","Il manoscritto è membranaceo, composto da ff. 230 +12 bianchi e misura 137 x 100 mm. Presente delle annotazioni di mano posteriore, databili al XIV secolo. Il codice trasmette diversi testi: Provinciale, ff. 1r-7v; De creatione mundi , ff. 7v-8v; Galfridus Monemutensis, Historia Regum Britanniae, ff. 9r-124r; Testi su notizie inglesi, ff. 124r-126v; Notizie cronachistiche, f. 126v; Diagramma sull'organizzazione ecclesiastica inglese, ff. 127v-128r; Cronaca inglese, ff. 128v-134r; Versi sulla vita e il regno di Edoardo I, ff. 134v-137r; Diagramma genealogico di Edoardo I, f. 137v; Commentarius in prophetias Merlini, ff. 139r-161r; Cronaca di storia inglese, ff. 165r-180v; Breve cronaca inglese dal 449 al 994, ff. 165r-177v; De quodam miraculo sancti Edwardi confessoris, ff. 177v-179r; Cronaca di storia inglese dal 1271 al 1307, ff. 181r-188r; Breve cronaca dal 42 al 450, ff. 192r-198v; Oliverus Scholasticus, Historia Damiatina, ff. 198v-212v; Epistola P. de Monte Acuto, ff. 212v-213v; Prophetia, ff. 213v-215r; Beda, De Locis Sanctis, ff. 215r-223v; Lista di nomi di normanni al seguito di Guglielmo il Conquistatore, ff. 224r-225r; Nennius, Historia Brittonum, ff. 226r-227v; Testi su Merlino, ff. 227v-229r; Episodio di storia scozzese, f. 230v. ","http://www.wikidata.org/entity/Q1761"
"632 (E.5.20)","Bibliotheca Collegii Trinitatis iuxta Dublinum","Dublino","Franciscus Pipinus","Il manoscritto cartaceo è formato da 236 ff. e misura 206x140 mm. Vergato da più mani, probabilmente nel Norfolk, riporta una versione abbreviata del testo di Pipino, senza la suddivisione in tre libri e distribuendo il materiale in 31 capitoli. Trasmette inoltre numerosi testi: Leges Edwardi Confessoris; De Fundatoribus Ecclesiarum Per Angliam; Alexandri Magni Iter Ad Paradisum; il Romanzo di Walfed;  De Palmistria; Prouidencia Predestinacionum Hominum Et Mulierum Per Duodecim; De Mirabilibus Britannie; De fabula Phetontis; Seneca, De Beneficiis; alcuni passi di argomento morale tratti da autori latini classici, come Seneca, Cicerone, Quintiliano e Cesare, Lucano, Petronio. ","http://www.wikidata.org/entity/Q1761"
"Z.3.1.5","Marsh's Library","Dublino","Sanctus Brendanus","Il manoscritto membranaceo è formato da 123 ff. e misura 350x235 mm, con il testo disposto su due colonne. Trasmette inoltre le vite di santi. Riporta la Navigatio nella Vita Dublinensis.","http://www.wikidata.org/entity/Q1761"
"700","National Library of Ireland","Dublino","Giraldus Cambrensis","Il manoscritto è formato da I, 99, I ff. e misura 280x 170 mm. Il codice trasmette due opere di Giraldus Cambrensis: la Topographia Hibernica nella quinta versione e l'Expugnatio Hibernica. Il codice apparteneva ai vicari corali della cattedrale di Hereford ","http://www.wikidata.org/entity/Q1761"
"175 (E.3.11)","Trinity College","Dublino","Sanctus Brendanus","Il manoscritto membranaceo è composto da 93 ff. e misura 332x242 mm. 14r-15v. Riporta la Navigatio nella Vita Dublinensis. ","http://www.wikidata.org/entity/Q1761"
"347 (C.5.8.)","Trinity College","Dublino","Opus sine auctore","Il manoscritto membranaceo è composto da 207 ff. e misura 158x113 mm, con il testo disposto su due colonne. ","http://www.wikidata.org/entity/Q1761"
"448","Trinity College","Dublino","Johannes Presbyter","Il manoscritto trasmette la redazione B dell'Epistola, che aggiunge alcune notizie sul secondo palazzo regio. ","http://www.wikidata.org/entity/Q1761"
"574","Trinity College","Dublino","Giraldus Cambrensis","Il manoscritto risale all'inizio del XV secolo e fu esemplato presso l'abbazia cistercense di Santa Maria a Dublino. Il codice riporta una miscellanea di testi, prevalentemente legati alla storia inglese e irlandese come l'Historia regum Britannie e le Prophetiae Merlini di Goffredo di Monmouth, canzoni sul re di Scozia, l'Expugnatio Hibernica e la Topographia Hibernica. ","http://www.wikidata.org/entity/Q1761"
"580 (E.3.8)","Trinity College","Dublino","Sanctus Brendanus","Il manoscritto cartaceo è formato da 169 ff. e misura 340x220 mm. ","http://www.wikidata.org/entity/Q1761"
"Franciscan Manuscripts (deposito permanente, olim Killiney, Dún Mhuire) F 1 (olim A 24)","University College Dublin","Dublino","Sanctus Brendanus","Il manoscritto cartaceo è formato da X, 304 ff. e misura 312x205 mm. Esemplato a Rock of Cashel, trasmette inoltre le Vite di diversi santi. Riporta la Navigato nella Vita Insulensis. ","http://www.wikidata.org/entity/Q1761"
"B 22","University and State Library Düsseldorf","Düsseldorf","Beda Venerabilis","Il manoscritto è cartaceo, formato da 204 ff. e misura 295 x 215 mm. Il luogo di copia è il convento di Düsseldorf. Trasmette i seguenti testi:  Beda Venerabilis, Expositio super Epistolas catholicas, ff. 2r-58r; Honorius Augustodunensis: 
De praecellentia sacerdotii prae regno (cap. 6-8), ff. 29r-60r; Sermo de morte, ff. 60r-62v; Beda Venerabilis, Expositio in Actus apostolorum, ff. 63r-91r; Explanatio Apocalypsis, ff. 91r-124r; Aurelius Augustinus Hipponensis, Enchiridion de fide, spe 
et caritate, ff. 125r-153v; Honorius Augustodunensis, Cognitio vitae, ff. 155r-169v; Nicolaus Magni de Jawor, Tractatus de superstitionibus, ff. 171r-201r.","http://www.wikidata.org/entity/Q1718"
"B 73","University and State Library Düsseldorf","Düsseldorf","Beda Venerabilis","Il codice cartaceo è formato da 210 ff. e misura 290x205 mm. Trasmette i seguenti testi: Honorius Augustodunensis, Gemma animae, ff. 1r-106v; Beda Venerabilis, Explanatio Apocalypsis, ff. 106v-133v; Expositio in actus apostolorum, ff. 134r-155r; Liber nominum, ex actis apostolorum, ff. 155r-157v; Hugo de S. Victore, De tribus diebus, ff. 158r-171r; Leo I papa, Sermo 83, ff. 174r-175r; Beda Venerabilis, Sermones 31, 6, 7, ff. 175r-185v;  Fulgentius Ruspensis, Sermo 3, ff. 186r-188r; De trinitate, f. 189r-189v; Pseudo Augustinus, Contra Felicianum arianum de unitate Trinitatis liber I, ff. 189v-198r; Paulus Diaconus, Sermo 158, ff. 198v-200v; Thomas de Aquino, Officium de corpore Christi, ff. 201r-210r. ","http://www.wikidata.org/entity/Q1718"
"Ms. G. 12","University and State Library Düsseldorf","Düsseldorf","Iohannes de Mandavilla","Il manoscritto composito si compone si due parti coeve e probabilmente originate dallo stesso scriptorium. Trasmette la versione continentale dell'Itinerarius. ","http://www.wikidata.org/entity/Q1718"
"L.1.27","  El Escorial, Real Biblioteca de San Lorenzo ","El Escorial","Johannes Presbyter","Il manoscritto cartaceo è formato da 40 ff. e misura 293x118 mm e trasmette una versione modificata dell'Epistola. ","http://www.wikidata.org/entity/Q985269"
"L.III.22","  El Escorial, Real Biblioteca de San Lorenzo ","El Escorial","Johannes Presbyter","Il manoscritto cartaceo è formato da 89 ff. e misura 210x145 mm. Il codice trasmette i Gesta Romanorum e il Liber Machometi e riporta la redazione di Hildesheim dell'Epistola. ","http://www.wikidata.org/entity/Q985269"
"d. III. 11","  El Escorial, Real Biblioteca de San Lorenzo ","El Escorial","Opus sine auctore","Il manoscritto membranaceo è formato da 21 ff. e misura 255x180 mm, con il testo disposto su due colonne. La Descriptio si trova in appendice ai Gesta Francorum. ","http://www.wikidata.org/entity/Q985269"
"o.III.34","  El Escorial, Real Biblioteca de San Lorenzo ","El Escorial","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 60 ff. e misura 225x145 mm. Il codice ha il testo disposto su due colonne, mancano le iniziali e le capitali e presenta note marginali della mani di Jeronimo Zurita a cui appartenne il manoscritto. Trasmette il testo della redazione lunga della Descriptio. ","http://www.wikidata.org/entity/Q985269"
"q.II.13","Library of the Monastery of El Escorial","El Escorial","Franciscus Pipinus","Il manoscritto cartaceo è composto da 95 ff. e misura 295x205 mm. Esemplato nel Nord della Francia, fu poi posseduto da Jeronimo Zurita (1512-1580) e successivamente da Gaspare di Guzman, conte di Olivares (1587-1645). ","http://www.wikidata.org/entity/Q985269"
"r. II. 18","Library of the Monastery of El Escorial","El Escorial","Pseudo Eucherius Lugdunensis","Il codice composito e membranaceo è formato da 95 ff. e misura 285x195 mm. Posseduto da Eulogio di Cordoba nel IX secolo e poi dalla cattedrale di Oviedo, il codice trasmette inoltre le Etymologiae, il De natura rerum e l'Historia Gothorum di Isidoro di Siviglia, il Breviarium di Festus historicus. ","http://www.wikidata.org/entity/Q985269"
"2° 64 ","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt","Erfurt","Beda Venerabilis","Il manoscritto è membranaceo e si compone di 118 ff. Trasmette diversi testi: Item glosa ordinaria copiosa super primum Esdre, Neemiam, Tobiam, Iudith, Hester, Machabeorum libris duobus, ff. 1r-52r; Rabanus de officio divinorum, ff. 53r-87r; Beda de locis et situ terre sancte, ff. 87v-96r; Horologium et kalendarium Bede, ff. 96r-100r; Rabanus de officio misse, ff. 101r-117r. ","http://www.wikidata.org/entity/Q1729"
"Amplon. 4° 393","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt","Erfurt","Odoricus de Portu Naonis","Il manoscritto membranaceo è formato da II, 116, I' ff. e misura 205-210x145 mm. Il codice riporta una miscellanea di testi di vario genere, il De re militari di Vegezio, il De terra sancta di Baldovino di Canterbury ed estratti delle opere di Cicerone. Il manoscritto riporta il testo della Relatio della fase A. ","http://www.wikidata.org/entity/Q1729"
"Erford. 2° 132 (olim Stadtarchiv I 184)","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt","Erfurt","Iohannes de Mandavilla","Il manoscritto cartaceo e membranaceo è formato da I, 191, I' ff. e misura 305x210 mm. Esemplato in parte da Wigandus Paderborn, il codice trasmette inoltre il Liber historiae Francorum, il De itinere Terrae Sanctae di Ludolphus de Sudheim, il Tractatus de iuribus regni et imperii di Lupoldus III de Bebenburg, i Gesta Ernesti ducis e la redazione latina del Milione di Marco Polo. ","http://www.wikidata.org/entity/Q1729"
"I 4, Lat. 3","Biblioteca comunale Ariostea","Ferrara","Alexander Ariostus","Il manoscritto membranaceo è formato da 109 ff. e misura 154 x 116 mm. Probabilmente fu posseduto da Celio Calcagnini (n. 17-9-1479, m. 24-4-1541). ","http://www.wikidata.org/entity/Q13362"
"II 177","Biblioteca comunale Ariostea","Ferrara","Iohannes Boccaccius","Il titolo «Liber de montibus, silvis, fontibus, lacubus» è vergato da mano
successiva; a f. 91rA si legge unicamente la rubrica incipitaria della prima sezione
del trattato: «Incipit liber Iohannis Boccatii de montibus. Segue senza alcuna
indicazione l’epilogo. Assente il carme sullìArno.","http://www.wikidata.org/entity/Q13362"
"II, 175","Biblioteca comunale Ariostea","Ferrara","Iohannes Boccaccius","Il testo di Boccaccio è inserito all'interno di un Composito costituito da sei unità codicologiche. Il De montibus
doveva in origine costituire una unità a sé. note marginali di Fino Fini, anche con
riferimenti in greco. Presenza delle note guariniane. In margine vengono messi in
rilievo alcuni toponimi, con costanza quelli relativi a Ferrara","http://www.wikidata.org/entity/Q13362"
"183","Biblioteca dell'Abbazia benedettina di S. Georgenberg-Fiecht","Fiecht","Iohannes Boccaccius","La miscellanea in cui è inserito il testo di Boccaccio comprende anche opere di Petrarca e Salutati. Il codice venne realizzato a Pavia nel 1466
come si deduce dalla sottoscrizione a f. 69r:
«MCCCCLXVI marcii XXVI Ticini perfeci
hora XXI. Deo laudes sanctisque omnibus».
La parte successiva del codice, trascritta
dalla stessa mano, deve essere stata copiata
poco dopo. Il manoscritto appartenne al
monastero austriaco di St. Georgenberg di
Fiecht come mettono in evidenza le note
di possesso presenti sui fogli di guardia.","https://imagoarchive.it/resource/fiecht"
"John F. Lewis Ms.1","Philadelphia, Free Library","Filadelfia","Johannes Presbyter","Il manoscritto riporta l'Epistola del Prete Gianni in una versione che presenta elementi della redazione B e C. ","http://www.wikidata.org/entity/Q1345"
"Rare Book and Manuscript Library, Codex 60 (olim Lea 4)","University of Pennsylvania Libraries","Filadelfia","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 58 ff. e misura 252x186 mm. Il testo è disposto su due colonne di 34 righe. Esemplato in Italia, forse a Bologna, il codice trasmette la Descriptio di Burcardo da Monte Sion nella redazione lunga, il De modo recuperationis terre sancte di Marino Sanudo, In libro monachorum de temporibus contempnendis e i Metra moralium philosophorum de virtutibus e l'Historia Beati Albani. I ff. 42v-49v sono stati esemplati da Peregrinus de Sancto Vito. ","http://www.wikidata.org/entity/Q1345"
"52.29","Biblioteca Medicea Laurenziana","Firenze","Iohannes Boccaccius","Il Codice, di committenza medicea, riunisce in un unico corpus tutta l'opera latina di Boccaccio. Nel IIv in evidenza antiporta con cornice fitomorfa che riporta in
caratteri maiuscoli blu e dorati il contenuto dell'intero manoscritto: «In hoc codice continentur opera
Iohannis Boccacii que in circulis sunt adnotata»; in senso orario dall’alto sono elencati
all’interno di forme circolari: «De casibus virorum illustrium», «De fluminibus et montibus et
stagnis et lacubus», «Bucolicum [sic] carmen», «De mulieribus claris». A f. 1r frontespizio con
fregio fitomorfo su due lati con iscritti in quattro tondi gli emblemi medicei: nel margine
superiore fontana/monte/alveari con api retta da due putti; nel margine laterale gigli;
all’interno del riquadro che circonda l’iniziale maggiore, fiamma ardente e ulivo. Nel bas de page
è realizzato su uno sfondo fitomorfo e retto da un cavaliere lo stemma mediceo a fondo dorato.
I singoli testi sono decorati e rubricati con sistemi uniformi. L'opera De Montibus è tuttavia parziale: De stagnis et paludibus, De nominibus maris, epilogo mancanti.
Assente il Carme sull'Arno.
","http://www.wikidata.org/entity/Q2044"
"90. sup. 99 ","Biblioteca Medicea Laurenziana","Firenze","Iohannes Boccaccius","Epilogo mancante. CARME SULL’ARNO Rupibus ex dextris presente in 104v-105r; le iniziali di verso sono trascritte nel margine.","http://www.wikidata.org/entity/Q2044"
"Ashburnham 100","Biblioteca Medicea Laurenziana","Firenze","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 32, II' ff. e misura 223x157 mm. Esemplato in Francia settentrionale, fu posseduto dal medico Gerardo Boldieri  e trasmette anche la Vita sancti Fiacrii in dioecesis Meldensi, ma incompleta. ","http://www.wikidata.org/entity/Q2044"
"Edili 176","Biblioteca Medicea Laurenziana","Firenze","Iohannes Boccaccius","CARME SULL’ARNO Rupibus ex dextris assente.
POSTILLE, MARGINALIA, NOTABILIA: sono presenti nei margini diversi notabilia,
maniculae e segni di paragrafo che mettono in rilievo di volta in volta particolari località
o personaggi e divinità citati a testo; alcuni di questi notabilia sono marcati da un segno
paragrafale rosso. Oltre all’apposizione di alcuni di questi notabilia e di alcune delle
correzioni (anche minime) fatte in interlinea, sono poi da assegnare alla mano di
Antonio Amerigo Vespucci svariati interventi volti ad aggiornare i dati presentati da
Boccaccio, a confrontarli con altre informazioni a sua disposizione o a commentare a
livello generale quanto presentato nell’opera","http://www.wikidata.org/entity/Q2044"
